"St.no","TAM","month","year","month.human","scaled.temp","scaled"
99710,-5.7,12,1950,"December",0,-0.219156435073133
99710,-10.8,12,1950,"December",0,-1.71984161845503
99710,-5.6,12,1952,"December",0,-0.189731235398978
99710,0.6,12,1953,"December",0,1.63463114439862
99710,-0.5,12,1954,"December",0,1.31095394798292
99710,-6.8,12,1955,"December",0,-0.542833631488836
99710,-0.4,12,1956,"December",0,1.34037914765708
99710,-6.5,12,1957,"December",0,-0.454558032466372
99710,-7.1,12,1958,"December",0,-0.631109230511301
99710,-1.2,12,1959,"December",0,1.10497755026384
99710,-7.4,12,1960,"December",0,-0.719384829533766
99710,-8.6,12,1961,"December",0,-1.07248722562362
99710,-8.3,12,1962,"December",0,-0.98421162660116
99710,-10.3,12,1960,"December",0,-1.57271562008426
99710,-2,12,1964,"December",0,0.869575952870598
99710,-7.6,12,1965,"December",0,-0.778235228882075
99710,-1.7,12,1966,"December",0,0.957851551893062
99710,-10.9,12,1960,"December",0,-1.74926681812919
99710,-9.8,12,1968,"December",0,-1.42558962171348
99710,-3,12,1969,"December",0,0.575323956129049
99710,-8.2,12,1970,"December",0,-0.954786426927004
99710,-5.6,12,1971,"December",0,-0.189731235398978
99710,-1.2,12,1972,"December",0,1.10497755026384
99710,-7.8,12,1973,"December",0,-0.837085628230385
99710,-2.6,12,1974,"December",0,0.693024754825668
99710,-11.6,12,1970,"December",0,-1.95524321584827
99710,-3.9,12,1976,"December",0,0.310497159061655
99710,-5,12,1977,"December",0,-0.0131800373540486
99710,-7.3,12,1978,"December",0,-0.689959629859611
99710,-4.9,12,1979,"December",0,0.0162451623201062
99710,-12.8,12,1980,"December",0,-2.30834561193813
99710,-10,12,1980,"December",0,-1.48444002106179
99710,-5.9,12,1982,"December",0,-0.278006834421443
99710,-11.6,12,1980,"December",0,-1.95524321584827
99710,0,12,1984,"December",0,1.4580799463537
99710,-6.7,12,1985,"December",0,-0.513408431814682
99710,-6.1,12,1986,"December",0,-0.336857233769752
99710,-13.4,12,1980,"December",0,-2.48489680998306
99710,-12.2,12,1980,"December",0,-2.1317944138932
99710,-9.3,12,1989,"December",0,-1.27846362334271
99710,-3.4,12,1990,"December",0,0.457623157432429
99710,-3.9,12,1991,"December",0,0.310497159061655
99710,-4.9,12,1992,"December",0,0.0162451623201062
99710,-4,12,1993,"December",0,0.2810719593875
99710,-2.5,12,1994,"December",0,0.722449954499823
99710,-9.7,12,1995,"December",0,-1.39616442203933
99710,-9.3,12,1996,"December",0,-1.27846362334271
99710,-3.4,12,1997,"December",0,0.457623157432429
99710,-3.8,12,1998,"December",0,0.33992235873581
99710,-4.4,12,1999,"December",0,0.163371160690881
99710,-4.7,12,2001,"December",0,0.075095561668416
99710,-3.8,12,2002,"December",0,0.33992235873581
99710,-1.5,12,2004,"December",0,1.01670195124137
99710,-1.3,12,2005,"December",0,1.07555235058968
99710,-0.7,12,2006,"December",0,1.25210354863461
99710,-1.1,12,2007,"December",0,1.13440274993799
99710,-1.3,12,2008,"December",0,1.07555235058968
99710,-1.5,12,2009,"December",0,1.01670195124137
99710,-4.1,12,2010,"December",0,0.251646759713345
99710,-1.8,12,2011,"December",0,0.928426352218908
99710,-2.8,12,2012,"December",0,0.634174355477359
99710,-2.8,12,2013,"December",0,0.634174355477359
99710,-3,12,2014,"December",0,0.575323956129049
99710,-2.1,12,2015,"December",0,0.840150753196443
